"EventTime","HostName","UserName","FileName","CreatorFileName","FileHash","VTScore","VTDetails"
"2018-11-01 13:20:52","P2PWORKFLOW02","DC1\ianj","C:\Program Files\DesktopCentral_Agent\bin\dcwol.exe","C:\Windows\System32\WerFault.exe","8E045198BC5572B23BA505DF710DD9F1","0/67","https://www.virustotal.com/file/ec23548cfd4170cb729e9ee27f5d8dd6d04d3eeb224fff5b04586f20f4d1cfeb/analysis/1541435725/"
"2018-11-01 13:20:51","P2PWORKFLOW02","DC1\ianj","C:\Program Files\DesktopCentral_Agent\bin\dctoolseventviewer.exe","C:\Windows\System32\WerFault.exe","91E42BDEFDFD62F8363A0F2E5FD372FC","0/69","https://www.virustotal.com/file/762232742c102fcd5bbdcf5881e721a50d450dec5ec9945da5d4753d339a5165/analysis/1541579616/"
"2018-11-01 13:20:51","P2PWORKFLOW02","DC1\ianj","C:\Program Files\DesktopCentral_Agent\bin\dctools.exe","C:\Windows\System32\WerFault.exe","4AF74A8D1C7346B9A42C353415F09652","0/69","https://www.virustotal.com/file/eb9744649764851163555629c19662bc97886bb8b2ff16cfbda068a7ab0b1f09/analysis/1541579616/"
"2018-11-01 13:20:50","P2PWORKFLOW02","DC1\ianj","C:\Program Files\DesktopCentral_Agent\bin\dcscreenrec.exe","C:\Windows\System32\WerFault.exe","98AE24560C27440C057B61E0DAC6F94F","0/68","https://www.virustotal.com/file/43f120aab7077201e6cdb70654ab7f70cacc08c709452f42c6cbf0d013e23472/analysis/1541579616/"
"2018-11-01 13:20:50","P2PWORKFLOW02","DC1\ianj","C:\Program Files\DesktopCentral_Agent\bin\dcremcom.exe","C:\Windows\System32\WerFault.exe","A509C5FE984803F1D200F0F8E12FC5EF","0/68","https://www.virustotal.com/file/fd010556c69b534fb1b2b022da94fb8c2de037d2db13ce0b68dee0bdc2863652/analysis/1541579616/"
"2018-11-01 13:20:50","P2PWORKFLOW02","DC1\ianj","C:\Program Files\DesktopCentral_Agent\bin\dcremregistry.exe","C:\Windows\System32\WerFault.exe","84473AB6E7DF4F261C3BB5ABA68AF506","0/67","https://www.virustotal.com/file/a0c32d1eaf5d4d45f4fa31a1824056b4e9791e8e3f96788033d9149677323b41/analysis/1541579616/"
"2018-11-01 13:20:49","P2PWORKFLOW02","DC1\ianj","C:\Program Files\DesktopCentral_Agent\bin\dcrdsagentwindow.exe","C:\Windows\System32\WerFault.exe","D5B777944554189A164F92D03A715014","0/67","https://www.virustotal.com/file/dda74eb351c47a8409ddccde6d773f7b02118380b91aa51c797cbe3753e1711e/analysis/1541579617/"
"2018-11-01 13:20:49","P2PWORKFLOW02","DC1\ianj","C:\Program Files\DesktopCentral_Agent\bin\dcrdservice.exe","C:\Windows\System32\WerFault.exe","6F85AA80BC879F2F67944ECA95799A19","0/69","https://www.virustotal.com/file/d865d171969fb924207710342324f7f26b9ca10863d7b2b435798b8448cdd895/analysis/1541449707/"
"2018-11-01 13:20:48","P2PWORKFLOW02","DC1\ianj","C:\Program Files\DesktopCentral_Agent\bin\dcfilesystem.exe","C:\Windows\System32\WerFault.exe","6561A4DD98E434309EB6E9F782CED18C","0/67","https://www.virustotal.com/file/f95afd661c3851817faefddf24864a411b6ee7b94c5f99a5debbc89498f08e4f/analysis/1541579617/"
"2018-11-01 13:20:47","P2PWORKFLOW02","DC1\ianj","C:\Program Files\DesktopCentral_Agent\bin\dcchat.exe","C:\Windows\System32\WerFault.exe","366C5BDC0B29630BC8B40F44A5375EE5","0/67","https://www.virustotal.com/file/71a5d12f525662b8e8a14c1feef4b82517c954461f1135426f9a32bed9d616f8/analysis/1541579617/"
"2018-11-01 13:20:47","P2PWORKFLOW02","DC1\ianj","C:\Program Files\DesktopCentral_Agent\bin\dcappcontrol.exe","C:\Windows\System32\WerFault.exe","A292DCB72BA9C0C91FC616AA2D86E1D1","0/68","https://www.virustotal.com/file/f64be18070cfbb21419004522dd9cd83e2fd70f1c8988ad4be4277e586e374e1/analysis/1541429336/"
"2018-11-01 13:20:47","P2PWORKFLOW02","DC1\ianj","C:\Program Files\DesktopCentral_Agent\bin\dcconfigexec.exe","C:\Windows\System32\WerFault.exe","0D2BD417C990636D5C4243D38F0C9A6A","0/67","https://www.virustotal.com/file/744e9f8e6229224aed7ae52037988b80e9441b855411b2ef06614cda1821313e/analysis/1541579617/"
"2018-11-01 13:20:46","P2PWORKFLOW02","DC1\ianj","C:\Program Files\DesktopCentral_Agent\bin\dcannouncement.exe","C:\Windows\System32\WerFault.exe","4821E569B0A92EEB64FD0C9A94CDA419","0/67","https://www.virustotal.com/file/6c129a9ffd4f4b72475749471d9c59fc784bd3f767b4173340ffcf3264011c1f/analysis/1541579617/"
"2018-11-01 13:20:45","P2PWORKFLOW02","DC1\ianj","C:\Program Files\DesktopCentral_Agent\bin\checkvolume.exe","C:\Windows\System32\WerFault.exe","D6DF3F760A0E1E2F2D4F06FDAC5ED12E","0/67","https://www.virustotal.com/file/abdefc60b93f2adfd2c87ffdedd662d361a898665884c0a348d2e4ca4d708e08/analysis/1541579618/"
"2018-11-01 13:20:44","P2PWORKFLOW02","DC1\ianj","C:\Program Files\DesktopCentral_Agent\bin\cfgupdate.exe","C:\Windows\System32\WerFault.exe","A0B2B4CB2744158A2D6C43775335C5F4","0/68","https://www.virustotal.com/file/c0e931fd13bad63edd6b8aa2b0a68c2b1727dc155b0d325d2c23becad3a0a7ac/analysis/1541386697/"
"2018-11-01 13:20:44","P2PWORKFLOW02","DC1\ianj","C:\Program Files\DesktopCentral_Agent\bin\agent_troubleshooting_tool.exe","C:\Windows\System32\WerFault.exe","13287EAD33EF202C81C75B9238951366","0/67","https://www.virustotal.com/file/1388fef015c516999d77b301086384b29e5eb46a532de5673712d22a46e4f34d/analysis/1541579618/"
"2018-11-01 12:03:27","P2PWORKFLOW01","DC1\ianj","C:\Program Files\Innosoft\WorkflowManager\WorkflowResend.exe","C:\Windows\explorer.exe","82C5A2A3069B4D79CA3E5025371F4E43","NotFound","N/A"
"2018-11-01 11:59:02","AD1","NT AUTHORITY\SYSTEM","C:\Program Files (x86)\VIPRE Business Agent\Definitions\Upgrade.exe","C:\Program Files (x86)\VIPRE Business Agent\SBAMSvc.exe","FC6E9A8EC9AD77C2E854A47461B63672","0/68","https://www.virustotal.com/file/56af6ff0f56b9db28ee7df2c8dcfb41138816ad43089f2dbf901a099ce86f672/analysis/1541203514/"
"2018-11-01 11:57:42","INTWEB01","NT AUTHORITY\SYSTEM","C:\Program Files (x86)\Site24x7\WinAgent\monitoring\bin\AppBin\Site24x7AppAgent.exe","C:\Windows\System32\services.exe","F224058970025AC6F73C28AEDD2AC604","0/68","https://www.virustotal.com/file/b94b9be5baa69e276c0ea6abe50e55621799c5fffb61187409860204f340a9e9/analysis/1531938414/"
"2018-11-01 11:50:19","FS01","DC1\adrian","C:\Program Files\CloudBerryLab\CloudBerry Drive\CloudBerryDriveTray.exe","C:\Windows\explorer.exe","2D9B8F0420B735EB6EECF6EAD280AD12","0/68","https://www.virustotal.com/file/2a727a3fbce7339d0016fb1c8c97d3dacbe3090e9969b3767ae4a36109eba35d/analysis/1529746703/"
"2018-11-01 11:50:18","FS01","DC1\adrian","C:\Program Files\MirrorFolder\mrfshl.exe","C:\Windows\explorer.exe","CAD43960396CDFDF5C68BF63FD9AE409","0/67","https://www.virustotal.com/file/49647edb4d3aaf0b5b7dfd7ad387987d87a04101b43141a1c4fdd770b359e2f5/analysis/1539418194/"
"2018-11-01 11:50:05","FS01","DC1\adrian","C:\Windows\System32\rdpclip.exe","C:\Windows\System32\svchost.exe","7332ED3764820295CF40DD086D768662","0/67","https://www.virustotal.com/file/600e084d4c2fdbb8fd24754fdc7bfbd67ca1c04197089e551f02cd292b03f00f/analysis/1541841968/"
"2018-11-01 11:49:59","FS01","NT AUTHORITY\SYSTEM","C:\Windows\System32\winlogon.exe","N/A","4294D7AD504EA206A4A03DB29311B6C2","0/66","https://www.virustotal.com/file/c11e952b6204d81327dc135fefb765c85c648f3ad788fb39fb471f9e31621d2c/analysis/1541842685/"
"2018-11-01 11:47:24","ETLM01","NT AUTHORITY\SYSTEM","C:\Program Files (x86)\TeamViewer\TeamViewer_Desktop.exe","C:\Program Files (x86)\TeamViewer\TeamViewer_Service.exe","2D598CD450E834D9FE37F3B213035B52","0/67","https://www.virustotal.com/file/c939b826a3ffc15c1d48e83993d0d5fbf9053db8e8d91e3dc2f02a6ce7003b91/analysis/1541608255/"
"2018-11-01 11:44:20","INTWEB04","DC1\adrian","C:\Windows\assembly\NativeImages_v2.0.50727_64\CustomMarshalers\872389604bfa758296070ff32378a9d4\CustomMarshalers.ni.dll","C:\Windows\System32\mmc.exe","DE644DF59647CF1F07FFB2ABF2AA8F17","0/66","https://www.virustotal.com/file/bc39550b86ec8bd90ab683ad4628879b610a339609310ac90be5acc1512a9884/analysis/1541242055/"
"2018-11-01 11:44:19","INTWEB04","DC1\adrian","C:\Windows\assembly\NativeImages_v2.0.50727_64\TaskScheduler\1e36d5bb79554ea1515b77bfcfdd26ec\TaskScheduler.ni.dll","C:\Windows\System32\mmc.exe","EE3531A6EB8DC44DF269C2EF6731DC90","0/67","https://www.virustotal.com/file/777f8975266075560ed19c29512639dee3762b6f26de195f48ec778923ce842e/analysis/1540014849/"
"2018-11-01 11:44:17","INTWEB04","DC1\adrian","C:\Windows\assembly\NativeImages_v2.0.50727_64\MMCEx\626a9d429b350f0d21fd41b82bea8f4c\MMCEx.ni.dll","C:\Windows\System32\mmc.exe","BC57041EDE07BB06C94EE17CE0782D8B","0/65","https://www.virustotal.com/file/37d403cc7b8fcc7b9c6793e3fed16cd74123223bc854357976ad73737e9d273b/analysis/1541792480/"
"2018-11-01 10:57:14","INTWEB02","NT AUTHORITY\LOCAL SERVICE","C:\Program Files\Windows NT\Accessories\wordpad.exe","C:\Windows\System32\svchost.exe","4352C8B360985F13D54516F89CFDF6D9","0/68","https://www.virustotal.com/file/ab0effaefa208621694b4a9aea23573d36368375698dcea34fbae02d9d5f41fe/analysis/1540293286/"
"2018-11-01 10:56:42","INTWEB03","NT AUTHORITY\SYSTEM","C:\Windows\System32\smss.exe","C:\Windows\System32\smss.exe","A145FB6777000ABEBC3A4DA12A46066A","0/67","https://www.virustotal.com/file/db60751bf319569bddf98c39722f270ea45428c4fd05ab74339d38473b05824c/analysis/1541852615/"
"2018-11-01 10:55:05","INTWEB01","NT AUTHORITY\LOCAL SERVICE","C:\Windows\System32\win32k.sys","C:\Windows\System32\svchost.exe","2AE6E87557AC5E8D7F40C8ABC9A22C89","0/68","https://www.virustotal.com/file/2f614ada85d76decbcb711a3230a7f0624d875062998a71d877b1f5a27212ab9/analysis/1539535922/"
"2018-11-01 10:55:04","INTWEB01","NT AUTHORITY\LOCAL SERVICE","C:\Program Files\Internet Explorer\F12.dll","C:\Windows\System32\svchost.exe","4A7E1C88F41BCCB1119FB140A4018724","0/66","https://www.virustotal.com/file/a4edd1a151520947cfb1f93c7f1952b7038704d5e750cacfdce77261c7af489c/analysis/1540165693/"
"2018-11-01 10:55:03","INTWEB01","NT AUTHORITY\LOCAL SERVICE","C:\Program Files\Internet Explorer\iedvtool.dll","C:\Windows\System32\svchost.exe","B10E2A3DDFB2788ECB9DECF079074396","0/66","https://www.virustotal.com/file/1e465adf3c1365d49ab1adde5a02bdac25ce31e5158339af82ee6620c5f99092/analysis/1541703662/"
"2018-11-01 10:54:59","INTWEB01","NT AUTHORITY\LOCAL SERVICE","C:\Windows\System32\rpchttp.dll","C:\Windows\System32\svchost.exe","CE867BFD064D2B85F81FDDEB40D62E2A","0/67","https://www.virustotal.com/file/933cb07715e1433639fc36ee142f4b98381c39891da7efffeb7e95538663d829/analysis/1540348399/"
"2018-11-01 10:54:59","INTWEB01","NT AUTHORITY\LOCAL SERVICE","C:\Windows\System32\MPSSVC.dll","C:\Windows\System32\svchost.exe","C7A8706D5536D9BE35396C0116CAA8EE","0/65","https://www.virustotal.com/file/afb6b40b5cba4f54c6ab3f82534cca9d393c466ec5e3981cebb33cb111c405d0/analysis/1541931105/"
"2018-11-01 10:54:58","INTWEB01","NT AUTHORITY\LOCAL SERVICE","C:\Windows\System32\appraiser.dll","C:\Windows\System32\svchost.exe","17147053A522FA230B4744E15A465B1B","0/65","https://www.virustotal.com/file/86a4a668ea3c49c8ba40538fe56b56ecbad411d9994d87058ffc65984534159d/analysis/1540830036/"
"2018-11-01 10:54:57","INTWEB01","NT AUTHORITY\LOCAL SERVICE","C:\Windows\System32\lsasrv.dll","C:\Windows\System32\svchost.exe","E18020CD2747640CBA8E8F2E0C629F18","0/66","https://www.virustotal.com/file/7a6700e3dbdc6c85676e1c713cf754d8aa6c755f81a173639814082f573598ac/analysis/1540588929/"
"2018-11-01 10:54:56","INTWEB01","NT AUTHORITY\LOCAL SERVICE","C:\Windows\System32\appidapi.dll","C:\Windows\System32\svchost.exe","E95D3D1BFF140AE72E9D67222F3B7917","0/66","https://www.virustotal.com/file/3ef5ab1ec82d8703f57688d17afc319a4eeba58fbcfd7c0a1cce12fff9293c7f/analysis/1540546860/"
"2018-11-01 10:54:26","INTWEB01","DC1\ianj","C:\Windows\assembly\NativeImages_v2.0.50727_64\EventViewer\a411857f83fac8f1465ed658e36ef320\EventViewer.ni.dll","C:\Windows\System32\mmc.exe","1ABB706F9315EF3C86A8F3FD52D444BF","0/66","https://www.virustotal.com/file/75251f46550f752baa17bc640b31361da567369844eb1425cba3ce017c424f6d/analysis/1540469521/"
"2018-11-01 10:53:19","P2PWORKFLOW01","NT AUTHORITY\SYSTEM","C:\Program Files\Innosoft\NMMonitor\NMMonitor.exe","C:\Windows\System32\services.exe","67E38CD5B0D73E9C4B1A46B1CB1AED04","NotFound","N/A"
"2018-11-01 10:52:53","P2PWORKFLOW02","NT AUTHORITY\LOCAL SERVICE","C:\Windows\System32\rtm.dll","C:\Windows\System32\svchost.exe","9EBE1CB688763D5A0D6DC99C7115EC1A","NotFound","N/A"
"2018-11-01 10:52:53","P2PWORKFLOW02","NT AUTHORITY\LOCAL SERVICE","C:\Windows\System32\win32spl.dll","C:\Windows\System32\svchost.exe","31B017A4B67833816ACE19A7409E4E36","0/67","https://www.virustotal.com/file/47149015e7e5989acf76d3c178e7c29c171580e82ae4a884acfd4049a6055477/analysis/1521062574/"
"2018-11-01 10:52:50","P2PWORKFLOW02","NT AUTHORITY\LOCAL SERVICE","C:\Windows\System32\drivers\luafv.sys","C:\Windows\System32\svchost.exe","3D5749D8BFD8629242A2FDB15DD81482","0/65","https://www.virustotal.com/file/7f841e69e9b22304cc89edd38600209d192601fc6d80307169b84bf159161175/analysis/1527170623/"
"2018-11-01 10:52:50","P2PWORKFLOW02","NT AUTHORITY\LOCAL SERVICE","C:\Windows\System32\drivers\http.sys","C:\Windows\System32\svchost.exe","ED2897562CDE136580463C15AF1BB533","0/67","https://www.virustotal.com/file/4510f9d985030f2ac38919a45eebe4aa715f8abbd152a1c4c3c6ef9d3dba8098/analysis/1529331654/"
